province;red;green;blue;x;x
7113;204;146;0;Xodazigap;x
7114;200;146;0;Firlotland;x
7115;198;146;0;Renhevtog;x
7116;196;146;0;Ramle;x
7117;185;146;0;Rokfiqotboyxe;x
7118;183;146;0;Qegpuji;x
7119;174;146;0;Xewerzeland;x
7120;172;146;0;Dikuzza;x
7121;162;146;0;Hepxuk;x
7122;161;146;0;Goklenxekte;x
7123;156;146;0;Sukxedi;x
7124;155;146;0;Kahnedef;x
7125;154;146;0;Sexevipi;x
7126;150;146;0;Luhdigde;x
7127;148;146;0;Dutraqixjuzlo;x
7128;146;146;0;Jehik;x
7129;145;146;0;Bafgep;x
7130;143;146;0;Pecew;x
7131;140;146;0;Yunu;x
7132;139;146;0;Gol;x
7133;138;146;0;Xozicojoland;x
7134;135;146;0;Ca;x
7135;127;146;0;Pobzizwif;x
7136;126;146;0;Gerki;x
7137;123;146;0;Lidavoland;x
7138;120;146;0;Mipoqukwewox;x
7139;112;146;0;Kejnalzuvid;x
7140;108;146;0;Lijca;x
7141;102;146;0;Rovdagtaz;x
7142;100;146;0;Cizxakhibumo;x
7143;97;146;0;Xalircaw;x
7144;92;146;0;Watlukland;x
7145;88;146;0;Zazsevdiypa;x
7146;87;146;0;Qayuxak;x
7147;84;146;0;Gojkodowrig;x
7148;78;146;0;Nomfaqdiqfi;x
7149;70;146;0;Havciseqzuf;x
7150;49;146;0;Qezmadja;x
7151;45;146;0;Sidicovqe;x
7152;44;146;0;Qehelki;x
7153;42;146;0;Lewma;x
7154;35;146;0;Ga;x
7155;34;146;0;Pum;x
7156;32;146;0;Fubloyland;x
7157;23;146;0;Fimjatov;x
7158;21;146;0;Mada;x
7159;20;146;0;Rutxeyge;x
7160;16;146;0;Hegiyefelwaj;x
7161;14;146;0;Cechoqedhu;x
7162;12;146;0;Kibajay;x
7163;11;146;0;Hudatdisna;x
7164;3;146;0;Delug;x
7165;254;145;0;Goltulkinhab;x
7166;251;145;0;Sewafixpi;x
7167;246;145;0;Pujo;x
7168;245;145;0;Pukiri;x
7169;243;145;0;Kuvarki;x
7170;242;145;0;Pagexmo;x
7171;240;145;0;Cuwqarol;x
7172;223;145;0;Gujuhzaj;x
7173;213;145;0;Talonreji;x
7174;211;145;0;Remlishof;x
7175;209;145;0;Wemjulri;x
7176;206;145;0;Zafefofadland;x
7177;205;145;0;Cavaqikep;x
7178;202;145;0;Fuzog;x
7179;199;145;0;Hiwov;x
7180;195;145;0;Yojlovve;x
7181;189;145;0;Kocambonin;x
7182;187;145;0;Tac;x
7183;184;145;0;Xemqojwujliv;x
7184;180;145;0;Dewsayhor;x
7185;178;145;0;Buyvo;x
7186;172;145;0;Bikhejizka;x
7187;167;145;0;Qiqda;x
7188;151;145;0;Gowil;x
7189;150;145;0;Duri;x
7190;149;145;0;Togsop;x
7191;142;145;0;Joxehor;x
7192;133;145;0;Fimijsib;x
7193;129;145;0;Xowniwvemiq;x
7194;123;145;0;Qimoqohwud;x
7195;120;145;0;Wiki;x
7196;117;145;0;Benbuyzuptep;x
7197;110;145;0;Diz;x
7198;108;145;0;Xuguwe;x
7199;107;145;0;Hejrelub;x
7200;101;145;0;Wexitew;x
7201;100;145;0;Vikkina;x
7202;96;145;0;Yugifuto;x
7203;94;145;0;Cipwefalizpaw;x
7204;79;145;0;Yizizki;x
7205;75;145;0;Dahfad;x
7206;69;145;0;Sicaslip;x
7207;68;145;0;Gutru;x
7208;65;145;0;Lafvozdoz;x
7209;64;145;0;Sawreyaw;x
7210;62;145;0;Cujogbovpo;x
7211;54;145;0;Bitudsaz;x
7212;48;145;0;Xuwwavrawagcu;x
7213;43;145;0;Munijabbolhen;x
7214;40;145;0;Livokjibvip;x
7215;35;145;0;Taweyjo;x
7216;34;145;0;Kirduleqo;x
7217;29;145;0;Repevpu;x
7218;14;145;0;Yuqajew;x
7219;12;145;0;Zujuciw;x
7220;10;145;0;Qigjovqiland;x
7221;9;145;0;Micway;x
7222;243;144;0;Jitug;x
7223;241;144;0;Jokzesland;x
7224;224;144;0;Ruvbafkaq;x
7225;218;144;0;Wiczi;x
7226;214;144;0;Norwino;x
7227;211;144;0;Sutiw;x
7228;204;144;0;Mecabkepbay;x
7229;190;144;0;Retyaqulyij;x
7230;187;144;0;Nafe;x
7231;180;144;0;Hizukiy;x
7232;179;144;0;Lisogik;x
7233;173;144;0;Buctendicun;x
7234;170;144;0;Qawilsu;x
7235;168;144;0;Zobataw;x
7236;166;144;0;Ribteje;x
7237;165;144;0;Peyyefnu;x
7238;162;144;0;Jigdikogut;x
7239;158;144;0;Guruhpo;x
7240;150;144;0;Caqkapi;x
7241;149;144;0;Yimarov;x
7242;148;144;0;Nusemot;x
7243;136;144;0;Yohnozol;x
7244;133;144;0;Foge;x
7245;127;144;0;Dukolo;x
7246;119;144;0;Fegnoxe;x
7247;117;144;0;Vebetbo;x
7248;113;144;0;Xuyland;x
7249;109;144;0;Bota;x
7250;106;144;0;Yowwivfug;x
7251;85;144;0;Cane;x
7252;84;144;0;Hukiholand;x
7253;80;144;0;Lobokav;x
7254;76;144;0;Helawre;x
7255;73;144;0;Vexanruvo;x
7256;62;144;0;Ho;x
7257;58;144;0;Nasisef;x
7258;57;144;0;Newtu;x
7259;55;144;0;Finvoxub;x
7260;48;144;0;Wupu;x
7261;46;144;0;Qonzejra;x
7262;41;144;0;Yeqezsa;x
7263;36;144;0;Sopland;x
7264;32;144;0;Lobuco;x
7265;24;144;0;Daqulhas;x
7266;20;144;0;Diladkinru;x
7267;17;144;0;Nesikfiwxu;x
7268;12;144;0;Fitali;x
7269;10;144;0;Dilirro;x
7270;9;144;0;Cigofal;x
7271;5;144;0;Feywapleb;x
7272;3;144;0;Hivkoqih;x
7273;0;144;0;Rotpubodland;x
7274;253;143;0;Xifurvuz;x
7275;250;143;0;Sejbafhofa;x
7276;249;143;0;Xento;x
7277;247;143;0;Deko;x
7278;242;143;0;Zevetaz;x
7279;236;143;0;Yawmiwatxu;x
7280;231;143;0;Yuve;x
7281;227;143;0;Zaguf;x
7282;223;143;0;Jilebopva;x
7283;222;143;0;Pirvavbisqok;x
7284;218;143;0;Fugwez;x
7285;217;143;0;Lokfadomciw;x
7286;207;143;0;Kexyuydoq;x
7287;196;143;0;Yogcilwaqsi;x
7288;195;143;0;Tecuyoland;x
7289;193;143;0;Balkibcorlux;x
7290;190;143;0;Fijwakkoh;x
7291;177;143;0;Vujkemuj;x
7292;175;143;0;Hecwehiku;x
7293;174;143;0;Matduwe;x
7294;162;143;0;Jizrufnira;x
7295;157;143;0;Vabufupmos;x
7296;151;143;0;Calamtazoghe;x
7297;148;143;0;Qibvora;x
7298;147;143;0;Huxiqab;x
7299;144;143;0;Wajipuvoy;x
7300;137;143;0;Pubica;x
7301;128;143;0;Ze;x
7302;124;143;0;Vubqa;x
7303;122;143;0;Qahfatronland;x
7304;120;143;0;Rukyalofvax;x
7305;111;143;0;Teb;x
7306;106;143;0;Zilijekic;x
7307;76;143;0;Pewuxuland;x
7308;74;143;0;Wexnexitway;x
7309;69;143;0;Jivummab;x
7310;66;143;0;Nuwocsib;x
7311;65;143;0;Kitoyofland;x
7312;56;143;0;Yuxu;x
7313;55;143;0;Mayliwfim;x
7314;52;143;0;Dohesuh;x
7315;42;143;0;Tuyoqho;x
7316;40;143;0;Qinwar;x
7317;37;143;0;Ligdafyoland;x
7318;32;143;0;Hoqapzosijland;x
7319;27;143;0;Qalezset;x
7320;23;143;0;So;x
7321;22;143;0;Mugyuynidper;x
7322;18;143;0;Cerohcamopland;x
7323;14;143;0;Rulajland;x
7324;12;143;0;Komentifvuh;x
7325;3;143;0;Nuzin;x
7326;254;142;0;Gifi;x
7327;239;142;0;Tuvkaxozu;x
7328;238;142;0;Fezte;x
7329;234;142;0;Jogzehri;x
7330;231;142;0;Xahzenofu;x
7331;230;142;0;Te;x
7332;218;142;0;Nakeyland;x
7333;203;142;0;Bupkugjoka;x
7334;200;142;0;Pulbivotju;x
7335;199;142;0;Kikolyucqe;x
7336;192;142;0;Gafilbiw;x
7337;176;142;0;Jig;x
7338;171;142;0;Galand;x
7339;152;142;0;Wiftotogah;x
7340;142;142;0;Suwsapgahnof;x
7341;139;142;0;Setaxmiy;x
7342;135;142;0;Ledoyuslo;x
7343;133;142;0;Somizu;x
7344;132;142;0;Givuywoland;x
7345;131;142;0;Kiyenliset;x
7346;124;142;0;Cavmeqil;x
7347;123;142;0;Di;x
7348;118;142;0;Puland;x
7349;114;142;0;Ratpamkikexu;x
7350;113;142;0;Vipqezqacme;x
7351;108;142;0;Wojcosreppu;x
7352;106;142;0;Hagjahafegi;x
7353;105;142;0;Tuwi;x
7354;104;142;0;Kotsadruk;x
7355;96;142;0;Seqor;x
7356;88;142;0;Borzoshuccat;x
7357;77;142;0;Nuypeqika;x
7358;76;142;0;Vohzowxac;x
7359;73;142;0;Qajfemum;x
7360;67;142;0;Qacfapmok;x
7361;64;142;0;Rilabesxom;x
7362;61;142;0;Livi;x
7363;50;142;0;Nidixuy;x
7364;44;142;0;Cumtavejtexu;x
7365;43;142;0;Zagberzip;x
7366;42;142;0;Yonuvbug;x
7367;41;142;0;Futvo;x
7368;39;142;0;Giliti;x
7369;37;142;0;Megqiyez;x
7370;36;142;0;Kodjiyufokte;x
7371;31;142;0;Vayo;x
7372;30;142;0;Ro;x
7373;23;142;0;Feqekzesarland;x
7374;20;142;0;Lorucob;x
7375;15;142;0;Ziciza;x
7376;11;142;0;Veqomnaga;x
7377;6;142;0;Tokvaho;x
7378;4;142;0;Cenifedefe;x
7379;1;142;0;Xiwujubyasiq;x
7380;255;141;0;Hopqoqe;x
7381;248;141;0;Roffuqivcal;x
7382;240;141;0;Nacenixo;x
7383;238;141;0;Subzokya;x
7384;234;141;0;Kakudxa;x
7385;232;141;0;Nibje;x
7386;227;141;0;Zipuhumvo;x
7387;222;141;0;Gijeyeyland;x
7388;220;141;0;Pehadisju;x
7389;219;141;0;Xuncusxa;x
7390;217;141;0;Xih;x
7391;204;141;0;Wizayleryo;x
7392;199;141;0;Dik;x
7393;192;141;0;Weliz;x
7394;186;141;0;Hakwoptehax;x
7395;181;141;0;Voyesa;x
7396;177;141;0;Wishoddaxu;x
7397;173;141;0;Potcevcet;x
7398;168;141;0;Koru;x
7399;163;141;0;Kajabdelupwo;x
7400;160;141;0;Cijigviw;x
7401;156;141;0;Tahtanin;x
7402;153;141;0;Cufiba;x
7403;141;141;0;Miqlodqugland;x
7404;140;141;0;Wobojnangoki;x
7405;124;141;0;Goqdu;x
7406;115;141;0;Vaxoxohuqep;x
7407;111;141;0;Tiqasilse;x
7408;107;141;0;Lawhavoy;x
7409;104;141;0;Lixonva;x
7410;103;141;0;Fegjijugbeg;x
7411;100;141;0;Nigovland;x
7412;98;141;0;Fophixac;x
7413;94;141;0;Gidiqe;x
7414;92;141;0;Tekiq;x
7415;68;141;0;Bo;x
7416;64;141;0;Pamegcavohez;x
7417;61;141;0;Tezobrem;x
7418;58;141;0;Tira;x
7419;57;141;0;Tasotlipland;x
7420;54;141;0;Qukiv;x
7421;50;141;0;Gipkebi;x
7422;41;141;0;Mavkaykijli;x
7423;40;141;0;Sayegwuzig;x
7424;30;141;0;Zowofso;x
7425;29;141;0;Petarono;x
7426;25;141;0;Kuqexeh;x
7427;23;141;0;Bixresvon;x
7428;21;141;0;Zolkozzabo;x
7429;18;141;0;Yev;x
7430;16;141;0;Voxuzqaheq;x
7431;15;141;0;Deglaz;x
7432;12;141;0;Seciko;x
7433;6;141;0;Hutux;x
7434;255;140;0;Juvomaland;x
7435;253;140;0;Bibyon;x
7436;245;140;0;Quswasecland;x
7437;238;140;0;Lejvad;x
7438;235;140;0;Peqisayceb;x
7439;234;140;0;Ficxirxexuw;x
7440;228;140;0;Dotuhka;x
7441;223;140;0;Ferokniw;x
7442;216;140;0;Xovzeq;x
7443;215;140;0;Pagimmilhi;x
7444;214;140;0;Xirneqsoko;x
7445;207;140;0;Lugexjeryu;x
7446;206;140;0;Qekqor;x
7447;203;140;0;Yibapu;x
7448;202;140;0;Jarwi;x
7449;198;140;0;Keclaqak;x
7450;196;140;0;Jumyeruwa;x
7451;194;140;0;Nowupuf;x
7452;190;140;0;Lagetu;x
7453;181;140;0;Gimalum;x
7454;178;140;0;Dicni;x
7455;165;140;0;Wewihaj;x
7456;159;140;0;Muxnutabojag;x
7457;138;140;0;Xebu;x
7458;132;140;0;Bekjokcolu;x
7459;129;140;0;Jixesodland;x
7460;118;140;0;Liland;x
7461;103;140;0;Wagceful;x
7462;100;140;0;Yaknamseqgu;x
7463;99;140;0;Zipenag;x
7464;94;140;0;Zibahifdu;x
7465;92;140;0;Hurojso;x
7466;82;140;0;Baxvumtih;x
7467;78;140;0;Vacaxci;x
7468;76;140;0;Zefuke;x
7469;73;140;0;Jijujce;x
7470;66;140;0;Moqqiybox;x
7471;61;140;0;Qexrevgoxyuv;x
7472;60;140;0;Javpusow;x
7473;59;140;0;Gunma;x
7474;58;140;0;Xibapfog;x
7475;53;140;0;Xihag;x
7476;48;140;0;Yufzot;x
7477;45;140;0;Panlelkam;x
7478;39;140;0;Sipi;x
7479;37;140;0;Woqqohegnakno;x
7480;35;140;0;Summaxris;x
7481;31;140;0;Geblin;x
7482;22;140;0;Waboy;x
7483;15;140;0;Kughokixen;x
7484;11;140;0;Habe;x
7485;9;140;0;Dezyasla;x
7486;251;139;0;Poqow;x
7487;246;139;0;Koqornaq;x
7488;234;139;0;Pecufjek;x
7489;232;139;0;Zijedu;x
7490;231;139;0;Pedo;x
7491;222;139;0;Fi;x
7492;215;139;0;Xeywojland;x
7493;211;139;0;Wepuwonel;x
7494;210;139;0;Cerdo;x
7495;178;139;0;Ju;x
7496;176;139;0;Folkit;x
7497;170;139;0;Nesitliland;x
7498;167;139;0;Buvpan;x
7499;159;139;0;Xadadgemed;x
7500;156;139;0;Jonbolland;x
7501;155;139;0;Yida;x
7502;153;139;0;Pagmi;x
7503;144;139;0;Soplol;x
7504;139;139;0;Jiduci;x
7505;137;139;0;Jidu;x
7506;135;139;0;Duvu;x
7507;123;139;0;Xuwbebmekimig;x
7508;111;139;0;Vagtuga;x
7509;108;139;0;Tesiwsitxowpog;x
7510;102;139;0;Yuledland;x
7511;100;139;0;Lexte;x
7512;91;139;0;Halga;x
7513;90;139;0;Ducizoj;x
7514;86;139;0;Quguvonob;x
7515;80;139;0;Coxenvaq;x
7516;78;139;0;Volepaland;x
7517;73;139;0;Rodvalbi;x
7518;59;139;0;Tixroqgoland;x
7519;53;139;0;Nicibkugyeb;x
7520;34;139;0;Jizkic;x
7521;33;139;0;Peykujpeyit;x
7522;28;139;0;Keffega;x
7523;27;139;0;Tozza;x
7524;19;139;0;Geberjuk;x
7525;13;139;0;Zobyik;x
7526;11;139;0;Hixoznajhomwe;x
7527;10;139;0;Pimdesu;x
7528;7;139;0;Tenqaziqe;x
7529;2;139;0;Xaquggage;x
7530;0;139;0;Cigebqip;x
7531;251;138;0;Cuqmok;x
7532;246;138;0;Kaldu;x
7533;245;138;0;Yovjonse;x
7534;244;138;0;Katdatifog;x
7535;243;138;0;Mulu;x
7536;235;138;0;Sebunmi;x
7537;226;138;0;Bibahjene;x
7538;216;138;0;Mawtedehsijga;x
7539;213;138;0;Waxkowtamfezland;x
7540;212;138;0;Cafanabfof;x
7541;197;138;0;Ronisbe;x
7542;196;138;0;Texqeroq;x
7543;187;138;0;Qeho;x
7544;179;138;0;Kedquxa;x
7545;177;138;0;Duyland;x
7546;174;138;0;Sazwatihlop;x
7547;166;138;0;Lirzakil;x
7548;156;138;0;Kobheh;x
7549;155;138;0;Siyziz;x
7550;149;138;0;Coc;x
7551;147;138;0;Supcuhcus;x
7552;141;138;0;Doze;x
7553;133;138;0;Yat;x
7554;126;138;0;Mi;x
7555;125;138;0;Qives;x
7556;119;138;0;Lempikzas;x
7557;117;138;0;Xuwxejqisoc;x
7558;110;138;0;Paril;x
7559;102;138;0;Wiffeq;x
7560;96;138;0;Kamqojva;x
7561;94;138;0;Tizamxicax;x
7562;89;138;0;Nakyamja;x
7563;77;138;0;Xivhadofpu;x
7564;76;138;0;Tijomoz;x
7565;74;138;0;Yopinop;x
7566;69;138;0;Gifriracaf;x
7567;66;138;0;Kokdebulgap;x
7568;63;138;0;Qakoham;x
7569;57;138;0;Femtaqqu;x
7570;44;138;0;Hiqmuklajib;x
7571;38;138;0;Bustamkuj;x
7572;33;138;0;Yashitena;x
7573;28;138;0;Gopopjosacuh;x
7574;20;138;0;Radwetdi;x
7575;10;138;0;Qajosi;x
7576;9;138;0;Qilwuzpiza;x
7577;5;138;0;Milwunut;x
7578;4;138;0;Beqociluwhet;x
7579;3;138;0;Gipvelpo;x
7580;0;138;0;Gotukoha;x
7581;254;137;0;Zujora;x
7582;249;137;0;Forotdohnar;x
7583;247;137;0;Bigexnihped;x
7584;246;137;0;Ru;x
7585;231;137;0;Kopkaqjex;x
7586;226;137;0;Fequg;x
7587;225;137;0;Jadyimwokdoland;x
7588;224;137;0;Toruvte;x
7589;220;137;0;Xiked;x
7590;219;137;0;Madop;x
7591;217;137;0;Tupubisfefyi;x
7592;209;137;0;Zetezoj;x
7593;207;137;0;Yelcityi;x
7594;206;137;0;Cekerkewuqland;x
7595;205;137;0;Nucwacku;x
7596;203;137;0;Teyufdu;x
7597;199;137;0;Toqlehtapa;x
7598;185;137;0;Bamokwoguxma;x
7599;172;137;0;Yiwi;x
7600;168;137;0;Sicgeland;x
7601;161;137;0;Rocofheluland;x
7602;158;137;0;Xexxasov;x
7603;149;137;0;Ninimojiland;x
7604;139;137;0;Ma;x
7605;137;137;0;Qohu;x
7606;136;137;0;Hokomvi;x
7607;129;137;0;Fovluxmebman;x
7608;127;137;0;Peb;x
7609;126;137;0;Rovdegri;x
7610;122;137;0;Felxegiqim;x
7611;121;137;0;Yahociku;x
7612;116;137;0;Livhasqojsa;x
7613;115;137;0;Nihme;x
7614;99;137;0;Wewga;x
7615;96;137;0;Texomijisu;x
7616;91;137;0;Yixbowdojal;x
7617;84;137;0;Mutvicnor;x
7618;79;137;0;Rulijmamakef;x
7619;75;137;0;Xudbon;x
7620;72;137;0;Jemequland;x
7621;68;137;0;Cexxe;x
7622;67;137;0;Foreco;x
7623;64;137;0;Gah;x
7624;62;137;0;Yumex;x
7625;61;137;0;Texjeji;x
7626;50;137;0;Cadoyfi;x
7627;39;137;0;Ramnazqi;x
7628;28;137;0;Sazpa;x
7629;27;137;0;Vovumiqon;x
7630;19;137;0;Katlugi;x
7631;17;137;0;Denzupsiv;x
7632;12;137;0;Vanubak;x
7633;10;137;0;Pawji;x
7634;7;137;0;Diz;x
7635;5;137;0;Wuxlexa;x
7636;0;137;0;Matgugaxo;x
7637;254;136;0;Pipbev;x
7638;253;136;0;Parjap;x
7639;239;136;0;Was;x
7640;232;136;0;Kaznupmi;x
7641;227;136;0;Wipcesdansus;x
7642;221;136;0;Cotnidvid;x
7643;215;136;0;Bompugpo;x
7644;209;136;0;Xigukichaland;x
7645;208;136;0;Peqkav;x
7646;206;136;0;Dodor;x
7647;203;136;0;Nuxemtinnaxuk;x
7648;192;136;0;Tayyakikey;x
7649;189;136;0;Xo;x
7650;182;136;0;Tegbof;x
7651;173;136;0;Cazcep;x
7652;170;136;0;Nargapewo;x
7653;166;136;0;Borofedland;x
7654;162;136;0;Zixsaklol;x
7655;159;136;0;Vurji;x
7656;156;136;0;Kihkaslom;x
7657;144;136;0;Pehticqixe;x
7658;143;136;0;Kazugurdav;x
7659;135;136;0;Yiynoxuleb;x
7660;133;136;0;Qu;x
7661;130;136;0;Wexqaz;x
7662;121;136;0;Yecexvemla;x
7663;120;136;0;Rarwoduy;x
7664;119;136;0;Rucocmusatvis;x
7665;107;136;0;Laypeloqqem;x
7666;99;136;0;Qowum;x
7667;96;136;0;Sepevxag;x
7668;87;136;0;Piwxonu;x
7669;79;136;0;Dazacsesvaf;x
7670;73;136;0;Wikazin;x
7671;72;136;0;Zowew;x
7672;71;136;0;Ripepmewland;x
7673;66;136;0;Ququvseh;x
7674;60;136;0;Yonpiko;x
7675;58;136;0;Yizpickeruh;x
7676;51;136;0;Ciland;x
7677;48;136;0;Fux;x
7678;35;136;0;Ciwkom;x
7679;15;136;0;Sowo;x
7680;8;136;0;Ruyqickud;x
7681;7;136;0;Qoda;x
7682;3;136;0;Baxeyu;x
7683;253;135;0;Raxujxo;x
7684;245;135;0;Bedtukun;x
7685;244;135;0;Vatnoqo;x
7686;243;135;0;Pubjovyecap;x
7687;238;135;0;Wixdebiwe;x
7688;227;135;0;Xon;x
7689;222;135;0;Siland;x
7690;212;135;0;Quzipix;x
7691;210;135;0;Yukubwo;x
7692;206;135;0;Fuletpik;x
7693;197;135;0;Remaxkex;x
7694;195;135;0;Fewoskaland;x
7695;194;135;0;Vuwtacosmon;x
7696;179;135;0;Bintije;x
7697;177;135;0;Pakgarland;x
7698;175;135;0;Vexgufnobi;x
7699;174;135;0;Womukiz;x
7700;173;135;0;Zahurpodaj;x
7701;165;135;0;Xutomedbin;x
7702;160;135;0;Midacis;x
7703;158;135;0;Xefuzgucas;x
7704;147;135;0;Nun;x
7705;141;135;0;Cidgectihiv;x
7706;136;135;0;Mocfecab;x
7707;132;135;0;Xipret;x
7708;129;135;0;Buv;x
7709;115;135;0;Cayicaypi;x
7710;110;135;0;Paqomtuqoh;x
7711;100;135;0;Vanvima;x
7712;95;135;0;Yidyojland;x
7713;94;135;0;Wohvurew;x
7714;82;135;0;Jufsidkuland;x
7715;79;135;0;Rabo;x
7716;76;135;0;Pohak;x
7717;74;135;0;Bepoypidef;x
7718;70;135;0;Ramzocland;x
7719;69;135;0;Yokgayogag;x
7720;68;135;0;Ruftejukpe;x
7721;64;135;0;Zochunzopzu;x
7722;63;135;0;Tidacwor;x
7723;60;135;0;Saxbimdas;x
7724;37;135;0;Gackema;x
7725;28;135;0;Quwpafziw;x
7726;26;135;0;Deqodyeve;x
7727;24;135;0;Hodduli;x
7728;22;135;0;Fiyug;x
7729;15;135;0;Muqwima;x
7730;14;135;0;Kixland;x
7731;5;135;0;Quhimu;x
7732;254;134;0;Heresore;x
7733;243;134;0;Wilto;x
7734;237;134;0;Gavquqsuldo;x
7735;233;134;0;Juxrabaci;x
7736;230;134;0;Bojegziq;x
7737;224;134;0;Foxofeqer;x
7738;219;134;0;Sicupevajez;x
7739;216;134;0;Sertazudeb;x
7740;215;134;0;Devac;x
7741;214;134;0;Zoduf;x
7742;210;134;0;Yezwijum;x
7743;207;134;0;Lufelzaland;x
7744;203;134;0;Vobkazizzupzag;x
7745;201;134;0;Jojquy;x
7746;196;134;0;Karixbiz;x
7747;189;134;0;Lurkoqmavoz;x
7748;186;134;0;Yiciyut;x
7749;185;134;0;Pubzaxyaz;x
7750;182;134;0;Bogwivavnas;x
7751;180;134;0;Qawsaw;x
7752;177;134;0;Lu;x
7753;176;134;0;Sivu;x
7754;170;134;0;Momi;x
7755;165;134;0;Zudijir;x
7756;152;134;0;Rozuhbidtu;x
7757;139;134;0;Bo;x
7758;135;134;0;Yunvoyoxwabmi;x
7759;129;134;0;Kidor;x
7760;128;134;0;Juwagizqe;x
7761;119;134;0;Hivvovfajeg;x
7762;116;134;0;Zigmurhifu;x
7763;114;134;0;Kumad;x
7764;105;134;0;Rego;x
7765;103;134;0;Silol;x
7766;95;134;0;Qasiqinasyiland;x
7767;93;134;0;Ta;x
7768;92;134;0;Juhahdoyhuxoy;x
7769;91;134;0;Vighackodci;x
7770;86;134;0;Wafi;x
7771;82;134;0;Pabo;x
7772;78;134;0;Gopinejiw;x
7773;62;134;0;Gulleroppadland;x
7774;41;134;0;Hoxdiguq;x
7775;37;134;0;Pepu;x
7776;35;134;0;Coresaski;x
7777;32;134;0;Zetxo;x
7778;30;134;0;Woqxol;x
7779;23;134;0;Ducxu;x
7780;15;134;0;Sefaru;x
7781;9;134;0;Buwhuzmu;x
7782;0;134;0;Qokab;x
7783;247;133;0;Hewmocquroland;x
7784;236;133;0;Ripled;x
7785;234;133;0;Zijgasdubjiy;x
7786;224;133;0;Fomgayxumzu;x
7787;220;133;0;Maphibkaq;x
7788;218;133;0;Sepsoqqetkat;x
7789;217;133;0;Newahkeg;x
7790;214;133;0;Deboykev;x
7791;212;133;0;Luzdiwpoju;x
7792;199;133;0;Modusfo;x
7793;194;133;0;Zoyo;x
7794;190;133;0;Qocsuvofommuc;x
7795;188;133;0;Tibjezebo;x
7796;183;133;0;Yuwa;x
7797;180;133;0;Mofhowokgorqa;x
7798;169;133;0;Tugcuyorje;x
7799;164;133;0;Haci;x
7800;158;133;0;Gefpey;x
7801;155;133;0;Wovlem;x
7802;151;133;0;Cazmagkit;x
7803;150;133;0;Fejper;x
7804;148;133;0;Jidyujnix;x
7805;146;133;0;Fuyob;x
7806;144;133;0;Cezeland;x
7807;138;133;0;Bevak;x
7808;135;133;0;Belapod;x
7809;134;133;0;Fudiji;x
7810;131;133;0;Sa;x
7811;130;133;0;Zofeminsoy;x
7812;127;133;0;Qoheqiq;x
7813;124;133;0;Vesafquv;x
7814;122;133;0;Cakujevjan;x
7815;118;133;0;Xitbifce;x
7816;114;133;0;Qotobed;x
7817;113;133;0;Bassitqim;x
7818;111;133;0;Coqnihnizge;x
7819;105;133;0;Hazwusvi;x
7820;89;133;0;Rofow;x
7821;86;133;0;Kitukacaw;x
7822;83;133;0;Fugukbuyvahmoh;x
7823;77;133;0;Pixucgilgobland;x
7824;71;133;0;Peget;x
7825;69;133;0;Zoheguqiy;x
7826;59;133;0;Jebbesca;x
7827;52;133;0;Bildulu;x
7828;48;133;0;Mub;x
7829;31;133;0;Gocewiroh;x
7830;30;133;0;Besikxiwgah;x
7831;26;133;0;Cagamzeqdo;x
7832;17;133;0;Wuldeq;x
7833;16;133;0;Wamvokop;x
7834;12;133;0;Kadcoche;x
7835;11;133;0;Giyve;x
7836;8;133;0;Sapzefux;x
7837;7;133;0;Roqocehcap;x
7838;4;133;0;Naland;x
7839;2;133;0;Suwaz;x
7840;254;132;0;Kifpedwac;x
7841;250;132;0;Folub;x
7842;246;132;0;Beme;x
7843;244;132;0;Soqugwi;x
7844;242;132;0;Haxay;x
7845;234;132;0;Zitabe;x
7846;228;132;0;Xeyuteyuc;x
7847;217;132;0;Mimikbaspa;x
7848;213;132;0;Xubosoxi;x
7849;211;132;0;Lurseq;x
7850;199;132;0;Ziqu;x
7851;198;132;0;Bareri;x
7852;197;132;0;Kabaxmopisi;x
7853;196;132;0;Gubogubugfi;x
7854;181;132;0;Duve;x
7855;179;132;0;Hicanzi;x
7856;178;132;0;Keharzu;x
7857;174;132;0;Yopbusbiyuk;x
7858;170;132;0;Bafrizgetis;x
7859;156;132;0;Qetipsu;x
7860;153;132;0;Pafcajpaland;x
7861;137;132;0;Lufojqi;x
7862;134;132;0;Lelutyivqa;x
7863;133;132;0;Diyro;x
7864;132;132;0;Cugiqsagom;x
7865;131;132;0;Xibo;x
7866;119;132;0;Kemuqoqovaland;x
7867;117;132;0;Wilga;x
7868;114;132;0;Lodupland;x
7869;101;132;0;Huwba;x
7870;87;132;0;Doga;x
7871;86;132;0;Zoldavvu;x
7872;84;132;0;Tecowe;x
7873;83;132;0;Pewjiland;x
7874;79;132;0;Seqlo;x
7875;70;132;0;Xotermiv;x
7876;64;132;0;Belipufu;x
7877;61;132;0;Nah;x
7878;57;132;0;Wupne;x
7879;56;132;0;Gaq;x
7880;49;132;0;Segxuqforxu;x
7881;48;132;0;Nijopophacji;x
7882;47;132;0;Gonjaqarland;x
7883;43;132;0;Jehik;x
7884;38;132;0;Sudzo;x
7885;31;132;0;Mawmucuplozliland;x
7886;29;132;0;Movca;x
7887;20;132;0;Taxedu;x
7888;13;132;0;Ramucan;x
